"scenario","type_of_poll","date","pollster","geography","sample_size","party","value"
"A","state",2024-06-04,"Metaflux University","Byteforge Domain",1500,"CC",783
"A","state",2024-06-04,"Metaflux University","Byteforge Domain",1500,"DGM",115
"A","state",2024-06-04,"Metaflux University","Byteforge Domain",1500,"PDAL",602
"A","state",2024-06-04,"Metaflux University","Byteforge Domain",1500,"SS",0
"A","state",2024-06-04,"Dataland Register-Gazette","Circuiton",1500,"CC",214
"A","state",2024-06-04,"Dataland Register-Gazette","Circuiton",1500,"DGM",593
"A","state",2024-06-04,"Dataland Register-Gazette","Circuiton",1500,"PDAL",693
"A","state",2024-06-04,"Dataland Register-Gazette","Circuiton",1500,"SS",0
"A","state",2024-06-05,"Proudly Paid For Polling","Quantumridge",1000,"CC",232
"A","state",2024-06-05,"Proudly Paid For Polling","Quantumridge",1000,"DGM",369
"A","state",2024-06-05,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",399
"A","state",2024-06-05,"Proudly Paid For Polling","Quantumridge",1000,"SS",0
"A","state",2024-06-05,"Proudly Paid For Polling","Byteforge Domain",1000,"CC",473
"A","state",2024-06-05,"Proudly Paid For Polling","Byteforge Domain",1000,"DGM",116
"A","state",2024-06-05,"Proudly Paid For Polling","Byteforge Domain",1000,"PDAL",411
"A","state",2024-06-05,"Proudly Paid For Polling","Byteforge Domain",1000,"SS",0
"A","state",2024-06-06,"Metaflux University","Quantumridge",1500,"CC",441
"A","state",2024-06-06,"Metaflux University","Quantumridge",1500,"DGM",416
"A","state",2024-06-06,"Metaflux University","Quantumridge",1500,"PDAL",643
"A","state",2024-06-06,"Metaflux University","Quantumridge",1500,"SS",0
"A","state",2024-06-07,"Dataland Register-Gazette","Cortexia",1500,"CC",287
"A","state",2024-06-07,"Dataland Register-Gazette","Cortexia",1500,"DGM",281
"A","state",2024-06-07,"Dataland Register-Gazette","Cortexia",1500,"PDAL",420
"A","state",2024-06-07,"Dataland Register-Gazette","Cortexia",1500,"SS",513
"A","state",2024-06-07,"Metaflux University","Infinitron Peninsula",1500,"CC",815
"A","state",2024-06-07,"Metaflux University","Infinitron Peninsula",1500,"DGM",228
"A","state",2024-06-07,"Metaflux University","Infinitron Peninsula",1500,"PDAL",457
"A","state",2024-06-07,"Metaflux University","Infinitron Peninsula",1500,"SS",0
"A","state",2024-06-07,"Proudly Paid For Polling","Cortexia",1000,"CC",158
"A","state",2024-06-07,"Proudly Paid For Polling","Cortexia",1000,"DGM",202
"A","state",2024-06-07,"Proudly Paid For Polling","Cortexia",1000,"PDAL",299
"A","state",2024-06-07,"Proudly Paid For Polling","Cortexia",1000,"SS",341
"A","state",2024-06-07,"Progressive Polling","Electropolis",1000,"CC",373
"A","state",2024-06-07,"Progressive Polling","Electropolis",1000,"DGM",231
"A","state",2024-06-07,"Progressive Polling","Electropolis",1000,"PDAL",397
"A","state",2024-06-07,"Progressive Polling","Electropolis",1000,"SS",0
"A","state",2024-06-07,"Synapse Strategies","Neuronia",1000,"CC",33
"A","state",2024-06-07,"Synapse Strategies","Neuronia",1000,"DGM",152
"A","state",2024-06-07,"Synapse Strategies","Neuronia",1000,"PDAL",92
"A","state",2024-06-07,"Synapse Strategies","Neuronia",1000,"SS",723
"A","state",2024-06-08,"No Province Left Behind","Binaryshire",500,"CC",455
"A","state",2024-06-08,"No Province Left Behind","Binaryshire",500,"DGM",3
"A","state",2024-06-08,"No Province Left Behind","Binaryshire",500,"PDAL",42
"A","state",2024-06-08,"No Province Left Behind","Binaryshire",500,"SS",0
"A","state",2024-06-08,"Progressive Polling","Cortexia",1000,"CC",127
"A","state",2024-06-08,"Progressive Polling","Cortexia",1000,"DGM",258
"A","state",2024-06-08,"Progressive Polling","Cortexia",1000,"PDAL",226
"A","state",2024-06-08,"Progressive Polling","Cortexia",1000,"SS",389
"A","state",2024-06-08,"Metaflux University","Infoglen",1500,"CC",704
"A","state",2024-06-08,"Metaflux University","Infoglen",1500,"DGM",327
"A","state",2024-06-08,"Metaflux University","Infoglen",1500,"PDAL",469
"A","state",2024-06-08,"Metaflux University","Infoglen",1500,"SS",0
"A","state",2024-06-09,"Cobolite Coalition Calling","Voltagea",2000,"CC",423
"A","state",2024-06-09,"Cobolite Coalition Calling","Voltagea",2000,"DGM",628
"A","state",2024-06-09,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",949
"A","state",2024-06-09,"Cobolite Coalition Calling","Voltagea",2000,"SS",0
"A","state",2024-06-09,"Electropolis Elects","Electropolis",1000,"CC",356
"A","state",2024-06-09,"Electropolis Elects","Electropolis",1000,"DGM",301
"A","state",2024-06-09,"Electropolis Elects","Electropolis",1000,"PDAL",343
"A","state",2024-06-09,"Electropolis Elects","Electropolis",1000,"SS",0
"A","state",2024-06-10,"Proudly Paid For Polling","Infoglen",1000,"CC",358
"A","state",2024-06-10,"Proudly Paid For Polling","Infoglen",1000,"DGM",268
"A","state",2024-06-10,"Proudly Paid For Polling","Infoglen",1000,"PDAL",374
"A","state",2024-06-10,"Proudly Paid For Polling","Infoglen",1000,"SS",0
"A","state",2024-06-10,"Progressive Polling","Cortexia",1000,"CC",167
"A","state",2024-06-10,"Progressive Polling","Cortexia",1000,"DGM",219
"A","state",2024-06-10,"Progressive Polling","Cortexia",1000,"PDAL",239
"A","state",2024-06-10,"Progressive Polling","Cortexia",1000,"SS",375
"A","state",2024-06-11,"Proudly Paid For Polling","Circuiton",1000,"CC",126
"A","state",2024-06-11,"Proudly Paid For Polling","Circuiton",1000,"DGM",437
"A","state",2024-06-11,"Proudly Paid For Polling","Circuiton",1000,"PDAL",437
"A","state",2024-06-11,"Proudly Paid For Polling","Circuiton",1000,"SS",0
"A","state",2024-06-12,"Cobolite Coalition Calling","Binaryshire",2000,"CC",1834
"A","state",2024-06-12,"Cobolite Coalition Calling","Binaryshire",2000,"DGM",27
"A","state",2024-06-12,"Cobolite Coalition Calling","Binaryshire",2000,"PDAL",139
"A","state",2024-06-12,"Cobolite Coalition Calling","Binaryshire",2000,"SS",0
"A","state",2024-06-12,"Cobolite Coalition Calling","Neuronia",2000,"CC",93
"A","state",2024-06-12,"Cobolite Coalition Calling","Neuronia",2000,"DGM",525
"A","state",2024-06-12,"Cobolite Coalition Calling","Neuronia",2000,"PDAL",201
"A","state",2024-06-12,"Cobolite Coalition Calling","Neuronia",2000,"SS",1181
"A","state",2024-06-13,"Progressive Polling","Byteforge Domain",1000,"CC",343
"A","state",2024-06-13,"Progressive Polling","Byteforge Domain",1000,"DGM",71
"A","state",2024-06-13,"Progressive Polling","Byteforge Domain",1000,"PDAL",586
"A","state",2024-06-13,"Progressive Polling","Byteforge Domain",1000,"SS",0
"A","state",2024-06-13,"Metaflux University","Infoglen",1500,"CC",672
"A","state",2024-06-13,"Metaflux University","Infoglen",1500,"DGM",450
"A","state",2024-06-13,"Metaflux University","Infoglen",1500,"PDAL",377
"A","state",2024-06-13,"Metaflux University","Infoglen",1500,"SS",0
"A","state",2024-06-14,"Dataland Register-Gazette","Cortexia",1500,"CC",270
"A","state",2024-06-14,"Dataland Register-Gazette","Cortexia",1500,"DGM",321
"A","state",2024-06-14,"Dataland Register-Gazette","Cortexia",1500,"PDAL",368
"A","state",2024-06-14,"Dataland Register-Gazette","Cortexia",1500,"SS",541
"A","state",2024-06-14,"Progressive Polling","Cortexia",1000,"CC",158
"A","state",2024-06-14,"Progressive Polling","Cortexia",1000,"DGM",210
"A","state",2024-06-14,"Progressive Polling","Cortexia",1000,"PDAL",274
"A","state",2024-06-14,"Progressive Polling","Cortexia",1000,"SS",357
"A","state",2024-06-14,"Cobolite Coalition Calling","Neuronia",2000,"CC",134
"A","state",2024-06-14,"Cobolite Coalition Calling","Neuronia",2000,"DGM",375
"A","state",2024-06-14,"Cobolite Coalition Calling","Neuronia",2000,"PDAL",151
"A","state",2024-06-14,"Cobolite Coalition Calling","Neuronia",2000,"SS",1339
"A","state",2024-06-14,"Metaflux University","Quantumridge",1500,"CC",358
"A","state",2024-06-14,"Metaflux University","Quantumridge",1500,"DGM",480
"A","state",2024-06-14,"Metaflux University","Quantumridge",1500,"PDAL",662
"A","state",2024-06-14,"Metaflux University","Quantumridge",1500,"SS",0
"A","state",2024-06-15,"Electropolis Elects","Electropolis",1000,"CC",350
"A","state",2024-06-15,"Electropolis Elects","Electropolis",1000,"DGM",285
"A","state",2024-06-15,"Electropolis Elects","Electropolis",1000,"PDAL",365
"A","state",2024-06-15,"Electropolis Elects","Electropolis",1000,"SS",0
"A","state",2024-06-16,"Synapse Strategies","Cerebrica",1000,"CC",332
"A","state",2024-06-16,"Synapse Strategies","Cerebrica",1000,"DGM",305
"A","state",2024-06-16,"Synapse Strategies","Cerebrica",1000,"PDAL",262
"A","state",2024-06-16,"Synapse Strategies","Cerebrica",1000,"SS",100
"A","state",2024-06-16,"Synapse Strategies","Cortexia",1000,"CC",158
"A","state",2024-06-16,"Synapse Strategies","Cortexia",1000,"DGM",229
"A","state",2024-06-16,"Synapse Strategies","Cortexia",1000,"PDAL",247
"A","state",2024-06-16,"Synapse Strategies","Cortexia",1000,"SS",365
"A","state",2024-06-16,"Synapse Strategies","Neuronia",1000,"CC",44
"A","state",2024-06-16,"Synapse Strategies","Neuronia",1000,"DGM",189
"A","state",2024-06-16,"Synapse Strategies","Neuronia",1000,"PDAL",70
"A","state",2024-06-16,"Synapse Strategies","Neuronia",1000,"SS",697
"A","regional",2024-04-05,"Cobolite Coalition Calling","Synapse Territories",2000,"CC",485
"A","regional",2024-04-05,"Cobolite Coalition Calling","Synapse Territories",2000,"DGM",473
"A","regional",2024-04-05,"Cobolite Coalition Calling","Synapse Territories",2000,"PDAL",495
"A","regional",2024-04-05,"Cobolite Coalition Calling","Synapse Territories",2000,"SS",548
"A","regional",2024-04-09,"Big Dataland Surveys","Circuit Confederation",10000,"CC",2970
"A","regional",2024-04-09,"Big Dataland Surveys","Circuit Confederation",10000,"DGM",2383
"A","regional",2024-04-09,"Big Dataland Surveys","Circuit Confederation",10000,"PDAL",4647
"A","regional",2024-04-09,"Big Dataland Surveys","Circuit Confederation",10000,"SS",0
"A","regional",2024-04-12,"Cobolite Coalition Calling","Metaflux Realm",2000,"CC",1376
"A","regional",2024-04-12,"Cobolite Coalition Calling","Metaflux Realm",2000,"DGM",251
"A","regional",2024-04-12,"Cobolite Coalition Calling","Metaflux Realm",2000,"PDAL",373
"A","regional",2024-04-12,"Cobolite Coalition Calling","Metaflux Realm",2000,"SS",0
"A","regional",2024-04-21,"Synapse Strategies","Synapse Territories",1000,"CC",220
"A","regional",2024-04-21,"Synapse Strategies","Synapse Territories",1000,"DGM",224
"A","regional",2024-04-21,"Synapse Strategies","Synapse Territories",1000,"PDAL",218
"A","regional",2024-04-21,"Synapse Strategies","Synapse Territories",1000,"SS",338
"A","regional",2024-04-25,"Conference Board of Dataland","Synapse Territories",3000,"CC",673
"A","regional",2024-04-25,"Conference Board of Dataland","Synapse Territories",3000,"DGM",647
"A","regional",2024-04-25,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",713
"A","regional",2024-04-25,"Conference Board of Dataland","Synapse Territories",3000,"SS",967
"A","regional",2024-04-27,"Big Dataland Surveys","Metaflux Realm",10000,"CC",4264
"A","regional",2024-04-27,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",2121
"A","regional",2024-04-27,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",3615
"A","regional",2024-04-27,"Big Dataland Surveys","Metaflux Realm",10000,"SS",0
"A","regional",2024-04-29,"Proudly Paid For Polling","Synapse Territories",1000,"CC",190
"A","regional",2024-04-29,"Proudly Paid For Polling","Synapse Territories",1000,"DGM",310
"A","regional",2024-04-29,"Proudly Paid For Polling","Synapse Territories",1000,"PDAL",236
"A","regional",2024-04-29,"Proudly Paid For Polling","Synapse Territories",1000,"SS",263
"A","regional",2024-04-30,"Proudly Paid For Polling","Circuit Confederation",1000,"CC",216
"A","regional",2024-04-30,"Proudly Paid For Polling","Circuit Confederation",1000,"DGM",338
"A","regional",2024-04-30,"Proudly Paid For Polling","Circuit Confederation",1000,"PDAL",446
"A","regional",2024-04-30,"Proudly Paid For Polling","Circuit Confederation",1000,"SS",0
"A","regional",2024-05-01,"Conference Board of Dataland","Synapse Territories",3000,"CC",793
"A","regional",2024-05-01,"Conference Board of Dataland","Synapse Territories",3000,"DGM",680
"A","regional",2024-05-01,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",694
"A","regional",2024-05-01,"Conference Board of Dataland","Synapse Territories",3000,"SS",833
"A","regional",2024-05-02,"Proudly Paid For Polling","Circuit Confederation",1000,"CC",253
"A","regional",2024-05-02,"Proudly Paid For Polling","Circuit Confederation",1000,"DGM",268
"A","regional",2024-05-02,"Proudly Paid For Polling","Circuit Confederation",1000,"PDAL",480
"A","regional",2024-05-02,"Proudly Paid For Polling","Circuit Confederation",1000,"SS",0
"A","regional",2024-05-02,"Dataland Register-Gazette","Metaflux Realm",1500,"CC",694
"A","regional",2024-05-02,"Dataland Register-Gazette","Metaflux Realm",1500,"DGM",302
"A","regional",2024-05-02,"Dataland Register-Gazette","Metaflux Realm",1500,"PDAL",504
"A","regional",2024-05-02,"Dataland Register-Gazette","Metaflux Realm",1500,"SS",0
"A","regional",2024-05-02,"Conference Board of Dataland","Circuit Confederation",3000,"CC",945
"A","regional",2024-05-02,"Conference Board of Dataland","Circuit Confederation",3000,"DGM",715
"A","regional",2024-05-02,"Conference Board of Dataland","Circuit Confederation",3000,"PDAL",1340
"A","regional",2024-05-02,"Conference Board of Dataland","Circuit Confederation",3000,"SS",0
"A","regional",2024-05-02,"Conference Board of Dataland","Metaflux Realm",3000,"CC",1620
"A","regional",2024-05-02,"Conference Board of Dataland","Metaflux Realm",3000,"DGM",503
"A","regional",2024-05-02,"Conference Board of Dataland","Metaflux Realm",3000,"PDAL",877
"A","regional",2024-05-02,"Conference Board of Dataland","Metaflux Realm",3000,"SS",0
"A","regional",2024-05-02,"Dataland Register-Gazette","Synapse Territories",1500,"CC",329
"A","regional",2024-05-02,"Dataland Register-Gazette","Synapse Territories",1500,"DGM",326
"A","regional",2024-05-02,"Dataland Register-Gazette","Synapse Territories",1500,"PDAL",384
"A","regional",2024-05-02,"Dataland Register-Gazette","Synapse Territories",1500,"SS",461
"A","regional",2024-05-04,"Big Dataland Surveys","Circuit Confederation",10000,"CC",2544
"A","regional",2024-05-04,"Big Dataland Surveys","Circuit Confederation",10000,"DGM",2938
"A","regional",2024-05-04,"Big Dataland Surveys","Circuit Confederation",10000,"PDAL",4518
"A","regional",2024-05-04,"Big Dataland Surveys","Circuit Confederation",10000,"SS",0
"A","regional",2024-05-05,"Proudly Paid For Polling","Metaflux Realm",1000,"CC",518
"A","regional",2024-05-05,"Proudly Paid For Polling","Metaflux Realm",1000,"DGM",137
"A","regional",2024-05-05,"Proudly Paid For Polling","Metaflux Realm",1000,"PDAL",345
"A","regional",2024-05-05,"Proudly Paid For Polling","Metaflux Realm",1000,"SS",0
"A","regional",2024-05-06,"Metaflux University","Metaflux Realm",1500,"CC",761
"A","regional",2024-05-06,"Metaflux University","Metaflux Realm",1500,"DGM",303
"A","regional",2024-05-06,"Metaflux University","Metaflux Realm",1500,"PDAL",436
"A","regional",2024-05-06,"Metaflux University","Metaflux Realm",1500,"SS",0
"A","regional",2024-05-06,"Big Dataland Surveys","Synapse Territories",10000,"CC",2157
"A","regional",2024-05-06,"Big Dataland Surveys","Synapse Territories",10000,"DGM",2323
"A","regional",2024-05-06,"Big Dataland Surveys","Synapse Territories",10000,"PDAL",2622
"A","regional",2024-05-06,"Big Dataland Surveys","Synapse Territories",10000,"SS",2898
"A","regional",2024-05-07,"Proudly Paid For Polling","Synapse Territories",1000,"CC",241
"A","regional",2024-05-07,"Proudly Paid For Polling","Synapse Territories",1000,"DGM",310
"A","regional",2024-05-07,"Proudly Paid For Polling","Synapse Territories",1000,"PDAL",214
"A","regional",2024-05-07,"Proudly Paid For Polling","Synapse Territories",1000,"SS",235
"A","regional",2024-05-08,"Conference Board of Dataland","Circuit Confederation",3000,"CC",762
"A","regional",2024-05-08,"Conference Board of Dataland","Circuit Confederation",3000,"DGM",677
"A","regional",2024-05-08,"Conference Board of Dataland","Circuit Confederation",3000,"PDAL",1561
"A","regional",2024-05-08,"Conference Board of Dataland","Circuit Confederation",3000,"SS",0
"A","regional",2024-05-08,"Conference Board of Dataland","Synapse Territories",3000,"CC",729
"A","regional",2024-05-08,"Conference Board of Dataland","Synapse Territories",3000,"DGM",659
"A","regional",2024-05-08,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",806
"A","regional",2024-05-08,"Conference Board of Dataland","Synapse Territories",3000,"SS",806
"A","regional",2024-05-09,"Proudly Paid For Polling","Synapse Territories",1000,"CC",213
"A","regional",2024-05-09,"Proudly Paid For Polling","Synapse Territories",1000,"DGM",268
"A","regional",2024-05-09,"Proudly Paid For Polling","Synapse Territories",1000,"PDAL",242
"A","regional",2024-05-09,"Proudly Paid For Polling","Synapse Territories",1000,"SS",277
"A","regional",2024-05-09,"Conference Board of Dataland","Metaflux Realm",3000,"CC",1439
"A","regional",2024-05-09,"Conference Board of Dataland","Metaflux Realm",3000,"DGM",522
"A","regional",2024-05-09,"Conference Board of Dataland","Metaflux Realm",3000,"PDAL",1038
"A","regional",2024-05-09,"Conference Board of Dataland","Metaflux Realm",3000,"SS",0
"A","regional",2024-05-10,"Proudly Paid For Polling","Metaflux Realm",1000,"CC",467
"A","regional",2024-05-10,"Proudly Paid For Polling","Metaflux Realm",1000,"DGM",176
"A","regional",2024-05-10,"Proudly Paid For Polling","Metaflux Realm",1000,"PDAL",357
"A","regional",2024-05-10,"Proudly Paid For Polling","Metaflux Realm",1000,"SS",0
"A","regional",2024-05-12,"Proudly Paid For Polling","Synapse Territories",1000,"CC",234
"A","regional",2024-05-12,"Proudly Paid For Polling","Synapse Territories",1000,"DGM",250
"A","regional",2024-05-12,"Proudly Paid For Polling","Synapse Territories",1000,"PDAL",266
"A","regional",2024-05-12,"Proudly Paid For Polling","Synapse Territories",1000,"SS",251
"A","regional",2024-05-13,"Dataland Register-Gazette","Synapse Territories",1500,"CC",300
"A","regional",2024-05-13,"Dataland Register-Gazette","Synapse Territories",1500,"DGM",368
"A","regional",2024-05-13,"Dataland Register-Gazette","Synapse Territories",1500,"PDAL",410
"A","regional",2024-05-13,"Dataland Register-Gazette","Synapse Territories",1500,"SS",423
"A","regional",2024-05-13,"Dataland Register-Gazette","Synapse Territories",1500,"CC",336
"A","regional",2024-05-13,"Dataland Register-Gazette","Synapse Territories",1500,"DGM",378
"A","regional",2024-05-13,"Dataland Register-Gazette","Synapse Territories",1500,"PDAL",376
"A","regional",2024-05-13,"Dataland Register-Gazette","Synapse Territories",1500,"SS",410
"A","regional",2024-05-13,"Big Dataland Surveys","Synapse Territories",10000,"CC",2451
"A","regional",2024-05-13,"Big Dataland Surveys","Synapse Territories",10000,"DGM",2497
"A","regional",2024-05-13,"Big Dataland Surveys","Synapse Territories",10000,"PDAL",2451
"A","regional",2024-05-13,"Big Dataland Surveys","Synapse Territories",10000,"SS",2601
"A","regional",2024-05-15,"Conference Board of Dataland","Circuit Confederation",3000,"CC",704
"A","regional",2024-05-15,"Conference Board of Dataland","Circuit Confederation",3000,"DGM",835
"A","regional",2024-05-15,"Conference Board of Dataland","Circuit Confederation",3000,"PDAL",1462
"A","regional",2024-05-15,"Conference Board of Dataland","Circuit Confederation",3000,"SS",0
"A","regional",2024-05-15,"Conference Board of Dataland","Metaflux Realm",3000,"CC",1364
"A","regional",2024-05-15,"Conference Board of Dataland","Metaflux Realm",3000,"DGM",622
"A","regional",2024-05-15,"Conference Board of Dataland","Metaflux Realm",3000,"PDAL",1014
"A","regional",2024-05-15,"Conference Board of Dataland","Metaflux Realm",3000,"SS",0
"A","regional",2024-05-16,"Conference Board of Dataland","Synapse Territories",3000,"CC",650
"A","regional",2024-05-16,"Conference Board of Dataland","Synapse Territories",3000,"DGM",725
"A","regional",2024-05-16,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",764
"A","regional",2024-05-16,"Conference Board of Dataland","Synapse Territories",3000,"SS",861
"A","regional",2024-05-19,"Big Dataland Surveys","Metaflux Realm",10000,"CC",4307
"A","regional",2024-05-19,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",2661
"A","regional",2024-05-19,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",3033
"A","regional",2024-05-19,"Big Dataland Surveys","Metaflux Realm",10000,"SS",0
"A","regional",2024-05-19,"Synapse Strategies","Synapse Territories",1000,"CC",208
"A","regional",2024-05-19,"Synapse Strategies","Synapse Territories",1000,"DGM",248
"A","regional",2024-05-19,"Synapse Strategies","Synapse Territories",1000,"PDAL",232
"A","regional",2024-05-19,"Synapse Strategies","Synapse Territories",1000,"SS",312
"A","regional",2024-05-21,"Big Dataland Surveys","Synapse Territories",10000,"CC",2107
"A","regional",2024-05-21,"Big Dataland Surveys","Synapse Territories",10000,"DGM",2821
"A","regional",2024-05-21,"Big Dataland Surveys","Synapse Territories",10000,"PDAL",2341
"A","regional",2024-05-21,"Big Dataland Surveys","Synapse Territories",10000,"SS",2731
"A","regional",2024-05-25,"Proudly Paid For Polling","Circuit Confederation",1000,"CC",279
"A","regional",2024-05-25,"Proudly Paid For Polling","Circuit Confederation",1000,"DGM",316
"A","regional",2024-05-25,"Proudly Paid For Polling","Circuit Confederation",1000,"PDAL",405
"A","regional",2024-05-25,"Proudly Paid For Polling","Circuit Confederation",1000,"SS",0
"A","regional",2024-05-26,"Metaflux University","Metaflux Realm",1500,"CC",838
"A","regional",2024-05-26,"Metaflux University","Metaflux Realm",1500,"DGM",257
"A","regional",2024-05-26,"Metaflux University","Metaflux Realm",1500,"PDAL",405
"A","regional",2024-05-26,"Metaflux University","Metaflux Realm",1500,"SS",0
"A","regional",2024-05-27,"Cobolite Coalition Calling","Metaflux Realm",2000,"CC",1133
"A","regional",2024-05-27,"Cobolite Coalition Calling","Metaflux Realm",2000,"DGM",315
"A","regional",2024-05-27,"Cobolite Coalition Calling","Metaflux Realm",2000,"PDAL",551
"A","regional",2024-05-27,"Cobolite Coalition Calling","Metaflux Realm",2000,"SS",0
"A","regional",2024-05-30,"Big Dataland Surveys","Circuit Confederation",10000,"CC",2315
"A","regional",2024-05-30,"Big Dataland Surveys","Circuit Confederation",10000,"DGM",2924
"A","regional",2024-05-30,"Big Dataland Surveys","Circuit Confederation",10000,"PDAL",4762
"A","regional",2024-05-30,"Big Dataland Surveys","Circuit Confederation",10000,"SS",0
"A","regional",2024-05-31,"Big Dataland Surveys","Synapse Territories",10000,"CC",2177
"A","regional",2024-05-31,"Big Dataland Surveys","Synapse Territories",10000,"DGM",2685
"A","regional",2024-05-31,"Big Dataland Surveys","Synapse Territories",10000,"PDAL",2221
"A","regional",2024-05-31,"Big Dataland Surveys","Synapse Territories",10000,"SS",2917
"A","regional",2024-06-01,"Metaflux University","Metaflux Realm",1500,"CC",751
"A","regional",2024-06-01,"Metaflux University","Metaflux Realm",1500,"DGM",290
"A","regional",2024-06-01,"Metaflux University","Metaflux Realm",1500,"PDAL",460
"A","regional",2024-06-01,"Metaflux University","Metaflux Realm",1500,"SS",0
"A","regional",2024-06-03,"Proudly Paid For Polling","Synapse Territories",1000,"CC",217
"A","regional",2024-06-03,"Proudly Paid For Polling","Synapse Territories",1000,"DGM",299
"A","regional",2024-06-03,"Proudly Paid For Polling","Synapse Territories",1000,"PDAL",224
"A","regional",2024-06-03,"Proudly Paid For Polling","Synapse Territories",1000,"SS",261
"A","regional",2024-06-04,"Proudly Paid For Polling","Circuit Confederation",1000,"CC",226
"A","regional",2024-06-04,"Proudly Paid For Polling","Circuit Confederation",1000,"DGM",313
"A","regional",2024-06-04,"Proudly Paid For Polling","Circuit Confederation",1000,"PDAL",460
"A","regional",2024-06-04,"Proudly Paid For Polling","Circuit Confederation",1000,"SS",0
"A","regional",2024-06-06,"Big Dataland Surveys","Synapse Territories",10000,"CC",2084
"A","regional",2024-06-06,"Big Dataland Surveys","Synapse Territories",10000,"DGM",2707
"A","regional",2024-06-06,"Big Dataland Surveys","Synapse Territories",10000,"PDAL",2288
"A","regional",2024-06-06,"Big Dataland Surveys","Synapse Territories",10000,"SS",2922
"A","regional",2024-06-07,"Dataland Register-Gazette","Synapse Territories",1500,"CC",300
"A","regional",2024-06-07,"Dataland Register-Gazette","Synapse Territories",1500,"DGM",369
"A","regional",2024-06-07,"Dataland Register-Gazette","Synapse Territories",1500,"PDAL",357
"A","regional",2024-06-07,"Dataland Register-Gazette","Synapse Territories",1500,"SS",474
"A","regional",2024-06-09,"Proudly Paid For Polling","Circuit Confederation",1000,"CC",299
"A","regional",2024-06-09,"Proudly Paid For Polling","Circuit Confederation",1000,"DGM",264
"A","regional",2024-06-09,"Proudly Paid For Polling","Circuit Confederation",1000,"PDAL",437
"A","regional",2024-06-09,"Proudly Paid For Polling","Circuit Confederation",1000,"SS",0
"A","regional",2024-06-11,"Big Dataland Surveys","Metaflux Realm",10000,"CC",4417
"A","regional",2024-06-11,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",2492
"A","regional",2024-06-11,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",3091
"A","regional",2024-06-11,"Big Dataland Surveys","Metaflux Realm",10000,"SS",0
"A","regional",2024-06-14,"Big Dataland Surveys","Circuit Confederation",10000,"CC",2399
"A","regional",2024-06-14,"Big Dataland Surveys","Circuit Confederation",10000,"DGM",3348
"A","regional",2024-06-14,"Big Dataland Surveys","Circuit Confederation",10000,"PDAL",4254
"A","regional",2024-06-14,"Big Dataland Surveys","Circuit Confederation",10000,"SS",0
"A","regional",2024-06-15,"Dataland Register-Gazette","Metaflux Realm",1500,"CC",653
"A","regional",2024-06-15,"Dataland Register-Gazette","Metaflux Realm",1500,"DGM",341
"A","regional",2024-06-15,"Dataland Register-Gazette","Metaflux Realm",1500,"PDAL",505
"A","regional",2024-06-15,"Dataland Register-Gazette","Metaflux Realm",1500,"SS",0
"A","regional",2024-06-15,"Proudly Paid For Polling","Metaflux Realm",1000,"CC",480
"A","regional",2024-06-15,"Proudly Paid For Polling","Metaflux Realm",1000,"DGM",229
"A","regional",2024-06-15,"Proudly Paid For Polling","Metaflux Realm",1000,"PDAL",292
"A","regional",2024-06-15,"Proudly Paid For Polling","Metaflux Realm",1000,"SS",0
"A","regional",2024-06-16,"Synapse Strategies","Synapse Territories",1000,"CC",198
"A","regional",2024-06-16,"Synapse Strategies","Synapse Territories",1000,"DGM",244
"A","regional",2024-06-16,"Synapse Strategies","Synapse Territories",1000,"PDAL",200
"A","regional",2024-06-16,"Synapse Strategies","Synapse Territories",1000,"SS",358
"A","national",2024-04-03,"Dataland Daily","National",200,"CC",52
"A","national",2024-04-03,"Dataland Daily","National",200,"DGM",59
"A","national",2024-04-03,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-04-03,"Dataland Daily","National",200,"SS",16
"A","national",2024-04-04,"Dataland Daily","National",200,"CC",71
"A","national",2024-04-04,"Dataland Daily","National",200,"DGM",43
"A","national",2024-04-04,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-04-04,"Dataland Daily","National",200,"SS",13
"A","national",2024-04-06,"Dataland Daily","National",200,"CC",70
"A","national",2024-04-06,"Dataland Daily","National",200,"DGM",51
"A","national",2024-04-06,"Dataland Daily","National",200,"PDAL",62
"A","national",2024-04-06,"Dataland Daily","National",200,"SS",17
"A","national",2024-04-06,"Dataland Daily","National",200,"CC",54
"A","national",2024-04-06,"Dataland Daily","National",200,"DGM",58
"A","national",2024-04-06,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-04-06,"Dataland Daily","National",200,"SS",15
