year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
1995,1995-05-06,1995-05-07,Big Dataland Surveys,National,Online,10000,RV,None,0.234,0.225,0.373,0.046,0.122
1995,1995-05-06,1995-05-07,No Province Left Behind,Neuronia,IVR,500,RV,None,0.042,0.186,0.094,0.596,0.082
1995,1995-05-05,1995-05-07,Synapse Strategies,Synapse Territories,Online,1000,RV,None,0.188,0.199,0.239,0.276,0.098
1995,1995-05-06,1995-05-07,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.185,0.21,0.244,0.247,0.114
1995,1995-05-06,1995-05-08,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,None,0.347,0.197,0.334,0,0.122
1995,1995-05-06,1995-05-08,Dataland Register-Gazette,National,Live caller,1500,RV,None,0.252,0.197,0.403,0.059,0.089
1995,1995-05-06,1995-05-08,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,None,0.135,0.25,0.554,0,0.061
1995,1995-05-07,1995-05-09,Dataland Daily,National,Online,200,Adults,None,0.205,0.235,0.37,0.025,0.165
1995,1995-05-08,1995-05-09,Dataland Daily,National,Online,200,Adults,None,0.23,0.23,0.335,0.03,0.175
1995,1995-05-09,1995-05-10,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.179,0.2,0.528,0,0.093
1995,1995-05-08,1995-05-10,Progressive Polling,Circuiton,Live caller,1000,Adults,None,0.095,0.347,0.46,0,0.098
1995,1995-05-08,1995-05-10,Progressive Polling,Cortexia,Live caller,1000,Adults,None,0.124,0.18,0.312,0.298,0.086
1995,1995-05-09,1995-05-10,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.402,0.13,0.36,0,0.107
1995,1995-05-09,1995-05-10,Dataland Daily,National,Online,200,Adults,None,0.22,0.235,0.355,0.035,0.155
1995,1995-05-09,1995-05-10,No Province Left Behind,Neuronia,IVR,500,LV,None,0.042,0.182,0.108,0.604,0.064
1995,1995-05-09,1995-05-10,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.157,0.181,0.295,0.228,0.139
1995,1995-05-09,1995-05-11,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.261,0.265,0.317,0.086,0.071
1995,1995-05-09,1995-05-11,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.245,0.228,0.363,0.069,0.096
1995,1995-05-11,1995-05-12,Metaflux University,Infoglen,IVR,1500,RV,None,0.379,0.209,0.307,0,0.105
1995,1995-05-10,1995-05-12,Dataland Daily,National,Online,200,Adults,None,0.2,0.2,0.37,0.045,0.185
1995,1995-05-11,1995-05-12,Dataland Daily,National,Online,200,Adults,None,0.17,0.185,0.415,0.045,0.185
1995,1995-05-10,1995-05-12,Proudly Paid For Polling,Quantumridge,Online,1000,LV,PDAL,0.177,0.171,0.569,0,0.083
1995,1995-05-11,1995-05-12,No Province Left Behind,Quantumridge,IVR,500,LV,None,0.228,0.154,0.518,0,0.1
1995,1995-05-11,1995-05-13,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,None,0.337,0.055,0.524,0,0.085
1995,1995-05-11,1995-05-13,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.441,0.134,0.31,0,0.115
1995,1995-05-12,1995-05-13,Dataland Daily,National,Online,200,Adults,None,0.155,0.2,0.405,0.07,0.17
1995,1995-05-13,1995-05-14,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.409,0.041,0.433,0,0.117
1995,1995-05-12,1995-05-14,Proudly Paid For Polling,Electropolis,Online,1000,LV,PDAL,0.251,0.226,0.417,0,0.106
1995,1995-05-12,1995-05-14,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,PDAL,0.158,0.182,0.368,0.22,0.072
1995,1995-05-13,1995-05-15,Dataland Daily,National,Online,200,Adults,None,0.185,0.23,0.35,0.08,0.155
1995,1995-05-14,1995-05-15,Dataland Daily,National,Online,200,Adults,None,0.19,0.205,0.385,0.045,0.175
1995,1995-05-13,1995-05-15,Proudly Paid For Polling,Quantumridge,Online,1000,LV,DGM,0.203,0.247,0.451,0,0.099
1995,1995-05-13,1995-05-15,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.136,0.25,0.25,0.25,0.114
1995,1995-05-15,1995-05-16,Dataland Register-Gazette,Circuiton,Live caller,1500,RV,None,0.083,0.351,0.457,0,0.109
1995,1995-05-15,1995-05-16,Dataland Daily,National,Online,200,Adults,None,0.21,0.175,0.32,0.08,0.215
1995,1995-05-16,1995-05-17,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.238,0.271,0.32,0.073,0.098
1995,1995-05-16,1995-05-17,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.174,0.261,0.482,0,0.083
1995,1995-05-16,1995-05-17,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,DGM,0.478,0.231,0.195,0,0.096
1995,1995-05-16,1995-05-17,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.156,0.231,0.281,0.262,0.07
1995,1995-05-16,1995-05-18,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,None,0.388,0.068,0.464,0,0.08
1995,1995-05-16,1995-05-18,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.405,0.183,0.335,0,0.077
1995,1995-05-16,1995-05-18,Dataland Daily,National,Online,200,Adults,None,0.175,0.205,0.445,0.02,0.155
1995,1995-05-17,1995-05-18,Dataland Daily,National,Online,200,Adults,None,0.175,0.205,0.395,0.055,0.17
1995,1995-05-17,1995-05-19,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,CC,0.208,0.233,0.479,0,0.08
1995,1995-05-17,1995-05-19,Progressive Polling,Circuiton,Live caller,1000,Adults,None,0.066,0.367,0.487,0,0.08
1995,1995-05-17,1995-05-19,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.32,0.195,0.373,0,0.112
1995,1995-05-17,1995-05-19,Big Dataland Surveys,National,Online,10000,RV,None,0.22,0.254,0.366,0.06,0.1
1995,1995-05-18,1995-05-19,Dataland Daily,National,Online,200,Adults,None,0.275,0.19,0.305,0.065,0.165
1995,1995-05-18,1995-05-20,Proudly Paid For Polling,Binaryshire,Online,1000,LV,PDAL,0.779,0.012,0.131,0,0.078
1995,1995-05-18,1995-05-20,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.111,0.233,0.299,0.275,0.083
1995,1995-05-18,1995-05-20,Dataland Register-Gazette,National,Live caller,1500,RV,None,0.232,0.194,0.441,0.061,0.073
1995,1995-05-19,1995-05-21,Proudly Paid For Polling,Electropolis,Online,1000,LV,DGM,0.269,0.301,0.337,0,0.093
1995,1995-05-20,1995-05-21,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.271,0.29,0.358,0,0.081
1995,1995-05-19,1995-05-21,Dataland Daily,National,Online,200,Adults,None,0.21,0.255,0.35,0.075,0.11
1995,1995-05-20,1995-05-21,Dataland Daily,National,Online,200,Adults,None,0.19,0.25,0.355,0.075,0.13
1995,1995-05-19,1995-05-21,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,DGM,0.149,0.284,0.234,0.24,0.093
1995,1995-05-21,1995-05-22,Metaflux University,Infoglen,IVR,1500,RV,None,0.32,0.234,0.337,0,0.109
1995,1995-05-21,1995-05-22,Synapse Strategies,Synapse Territories,Online,1000,LV,None,0.158,0.246,0.282,0.242,0.072
1995,1995-05-21,1995-05-23,Dataland Daily,National,Online,200,Adults,None,0.17,0.225,0.37,0.045,0.19
1995,1995-05-22,1995-05-24,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.353,0.067,0.486,0,0.093
1995,1995-05-22,1995-05-24,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,None,0.264,0.3,0.293,0.071,0.071
1995,1995-05-23,1995-05-24,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,CC,0.451,0.18,0.305,0,0.064
1995,1995-05-22,1995-05-24,Dataland Daily,National,Online,200,Adults,None,0.125,0.29,0.36,0.055,0.17
1995,1995-05-23,1995-05-25,Metaflux University,Binaryshire,IVR,1500,RV,None,0.814,0.013,0.079,0,0.093
1995,1995-05-24,1995-05-25,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.085,0.397,0.445,0,0.073
1995,1995-05-24,1995-05-25,No Province Left Behind,Infinitron Peninsula,IVR,500,LV,None,0.51,0.214,0.198,0,0.078
1995,1995-05-24,1995-05-25,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.404,0.186,0.314,0,0.096
1995,1995-05-23,1995-05-25,Dataland Daily,National,Online,200,Adults,None,0.155,0.22,0.395,0.06,0.17
1995,1995-05-24,1995-05-25,Dataland Daily,National,Online,200,Adults,None,0.225,0.27,0.31,0.045,0.15
1995,1995-05-23,1995-05-25,Metaflux University,Quantumridge,IVR,1500,RV,None,0.179,0.235,0.497,0,0.089
1995,1995-05-24,1995-05-25,Proudly Paid For Polling,Quantumridge,Online,1000,LV,DGM,0.164,0.246,0.505,0,0.085
1995,1995-05-24,1995-05-26,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.042,0.205,0.68,0,0.073
1995,1995-05-25,1995-05-26,Synapse Strategies,Cerebrica,Online,1000,LV,None,0.272,0.311,0.263,0.069,0.085
1995,1995-05-24,1995-05-26,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.209,0.259,0.404,0.056,0.071
1995,1995-05-24,1995-05-26,Proudly Paid For Polling,National,Online,1000,LV,CC,0.27,0.225,0.403,0.048,0.054
1995,1995-05-25,1995-05-26,Big Dataland Surveys,National,Online,10000,RV,None,0.211,0.25,0.361,0.052,0.126
1995,1995-05-25,1995-05-27,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.047,0.156,0.73,0,0.067
1995,1995-05-25,1995-05-27,Proudly Paid For Polling,Binaryshire,Online,1000,LV,CC,0.811,0.011,0.085,0,0.093
1995,1995-05-26,1995-05-27,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,CC,0.668,0.131,0.117,0,0.084
1995,1995-05-25,1995-05-27,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,None,0.287,0.246,0.382,0,0.086
1995,1995-05-25,1995-05-27,Dataland Daily,National,Online,200,Adults,None,0.24,0.205,0.36,0.05,0.145
1995,1995-05-26,1995-05-27,Dataland Daily,National,Online,200,Adults,None,0.17,0.22,0.385,0.055,0.17
1995,1995-05-27,1995-05-28,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,None,0.462,0.202,0.244,0,0.093
1995,1995-05-27,1995-05-29,Dataland Daily,National,Online,200,Adults,None,0.235,0.2,0.385,0.04,0.14
1995,1995-05-27,1995-05-29,No Province Left Behind,Quantumridge,IVR,500,LV,None,0.24,0.172,0.51,0,0.078
1995,1995-05-28,1995-05-30,Progressive Polling,Byteforge Domain,Live caller,1000,LV,None,0.443,0.045,0.458,0,0.054
1995,1995-05-28,1995-05-30,Dataland Daily,National,Online,200,Adults,None,0.15,0.205,0.43,0.05,0.165
1995,1995-05-29,1995-05-30,Dataland Daily,National,Online,200,Adults,None,0.14,0.245,0.395,0.07,0.15
1995,1995-05-29,1995-05-30,No Province Left Behind,Neuronia,IVR,500,LV,None,0.048,0.18,0.11,0.572,0.09
1995,1995-05-29,1995-05-30,No Province Left Behind,Quantumridge,IVR,500,LV,None,0.25,0.2,0.498,0,0.052
1995,1995-05-28,1995-05-30,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,CC,0.186,0.242,0.24,0.242,0.09
1995,1995-05-30,1995-05-31,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.066,0.16,0.683,0,0.092
1995,1995-05-30,1995-05-31,Progressive Polling,Circuiton,Live caller,1000,LV,None,0.079,0.401,0.45,0,0.07
1995,1995-05-30,1995-05-31,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.253,0.299,0.376,0,0.072
1995,1995-05-30,1995-05-31,Dataland Daily,National,Online,200,Adults,None,0.175,0.205,0.425,0.07,0.125
1995,1995-05-30,1995-05-31,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,None,0.139,0.242,0.299,0.282,0.037
1995,1995-05-30,1995-06-01,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.083,0.381,0.465,0,0.071
1995,1995-05-31,1995-06-01,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,DGM,0.361,0.214,0.357,0,0.068
1995,1995-05-30,1995-06-01,Dataland Register-Gazette,Voltagea,Live caller,1500,LV,None,0.115,0.296,0.531,0,0.058
1995,1995-06-01,1995-06-02,Metaflux University,Binaryshire,IVR,1500,RV,None,0.811,0.014,0.093,0,0.082
1995,1995-05-31,1995-06-02,Dataland Daily,National,Online,200,Adults,None,0.19,0.205,0.41,0.055,0.14
1995,1995-06-01,1995-06-02,Proudly Paid For Polling,Neuronia,Online,1000,LV,PDAL,0.033,0.169,0.096,0.641,0.061
1995,1995-06-01,1995-06-03,Proudly Paid For Polling,Cerebrica,Online,1000,LV,PDAL,0.249,0.299,0.338,0.065,0.049
1995,1995-06-01,1995-06-03,Proudly Paid For Polling,Circuiton,Online,1000,LV,PDAL,0.067,0.386,0.497,0,0.05
1995,1995-06-01,1995-06-03,Dataland Daily,National,Online,200,Adults,None,0.245,0.215,0.37,0.055,0.115
1995,1995-06-02,1995-06-03,Dataland Daily,National,Online,200,Adults,None,0.155,0.205,0.425,0.1,0.115
1995,1995-06-03,1995-06-04,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.036,0.165,0.733,0,0.066
1995,1995-06-03,1995-06-04,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,None,0.56,0.19,0.178,0,0.072
1995,1995-06-03,1995-06-04,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.384,0.209,0.333,0,0.074
1995,1995-06-03,1995-06-04,Dataland Daily,National,Online,200,Adults,None,0.26,0.25,0.28,0.06,0.15
1995,1995-06-03,1995-06-04,Metaflux University,Quantumridge,IVR,1500,RV,None,0.213,0.199,0.515,0,0.073
1995,1995-06-02,1995-06-04,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,None,0.157,0.219,0.291,0.283,0.051
1995,1995-06-04,1995-06-05,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,None,0.396,0.181,0.371,0,0.052
1995,1995-06-03,1995-06-05,No Province Left Behind,Quantumridge,IVR,500,LV,None,0.222,0.264,0.468,0,0.046
1995,1995-06-04,1995-06-06,Dataland Daily,National,Online,200,Adults,None,0.205,0.295,0.29,0.07,0.14
1995,1995-06-05,1995-06-06,Dataland Daily,National,Online,200,Adults,None,0.15,0.19,0.45,0.08,0.13
1995,1995-06-05,1995-06-06,Big Dataland Surveys,National,Online,10000,RV,None,0.253,0.237,0.383,0.064,0.063
1995,1995-06-06,1995-06-07,Proudly Paid For Polling,Circuiton,Online,1000,LV,CC,0.114,0.409,0.422,0,0.055
1995,1995-06-05,1995-06-07,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.499,0.187,0.23,0,0.084
1995,1995-06-05,1995-06-07,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.405,0.183,0.34,0,0.073
1995,1995-06-06,1995-06-07,Dataland Daily,National,Online,200,Adults,None,0.215,0.27,0.36,0.045,0.11
1995,1995-06-08,1995-06-09,Proudly Paid For Polling,Cortexia,Online,1000,LV,DGM,0.125,0.261,0.288,0.28,0.046
1995,1995-06-07,1995-06-09,Dataland Daily,National,Online,200,Adults,None,0.135,0.25,0.46,0.07,0.085
1995,1995-06-08,1995-06-09,Dataland Daily,National,Online,200,Adults,None,0.19,0.28,0.35,0.065,0.115
1995,1995-06-07,1995-06-09,No Province Left Behind,Quantumridge,IVR,500,LV,None,0.214,0.202,0.528,0,0.056
1995,1995-06-08,1995-06-09,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,None,0.162,0.215,0.297,0.291,0.035
1995,1995-06-08,1995-06-10,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,None,0.254,0.276,0.335,0.089,0.047
1995,1995-06-09,1995-06-10,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.511,0.193,0.231,0,0.065
1995,1995-06-08,1995-06-10,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.391,0.211,0.327,0,0.071
1995,1995-06-09,1995-06-10,Dataland Daily,National,Online,200,Adults,None,0.18,0.18,0.465,0.075,0.1
1995,1995-06-09,1995-06-10,Proudly Paid For Polling,Quantumridge,Online,1000,LV,CC,0.283,0.246,0.434,0,0.037
1995,1995-06-10,1995-06-11,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.425,0.051,0.47,0,0.053
1995,1995-06-09,1995-06-11,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.293,0.266,0.399,0,0.042
1995,1995-06-10,1995-06-11,Cobolite Coalition Calling,Metaflux Realm,IVR,2000,RV,None,0.458,0.158,0.322,0,0.062
1995,1995-06-10,1995-06-11,Dataland Daily,National,Online,200,Adults,None,0.125,0.215,0.435,0.055,0.17
1995,1995-06-10,1995-06-11,Proudly Paid For Polling,Neuronia,Online,1000,LV,PDAL,0.044,0.169,0.13,0.615,0.042
1995,1995-06-09,1995-06-11,Dataland Register-Gazette,Voltagea,Live caller,1500,LV,None,0.115,0.315,0.523,0,0.047
1995,1995-06-10,1995-06-12,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,None,0.391,0.227,0.354,0,0.029
1995,1995-06-11,1995-06-12,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.441,0.156,0.328,0,0.075
1995,1995-06-11,1995-06-12,Dataland Daily,National,Online,200,Adults,None,0.155,0.3,0.345,0.07,0.13
1995,1995-06-11,1995-06-13,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.05,0.175,0.728,0,0.047
1995,1995-06-12,1995-06-13,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,None,0.383,0.241,0.329,0,0.046
1995,1995-06-12,1995-06-13,Dataland Daily,National,Online,200,Adults,None,0.155,0.25,0.425,0.05,0.12
1995,1995-06-11,1995-06-13,Synapse Strategies,Synapse Territories,Online,1000,LV,SSP,0.139,0.214,0.246,0.351,0.05
1995,1995-06-12,1995-06-14,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.393,0.059,0.493,0,0.055
1995,1995-06-12,1995-06-14,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.275,0.286,0.285,0.119,0.035
1995,1995-06-13,1995-06-14,Proudly Paid For Polling,Electropolis,Online,1000,LV,CC,0.308,0.283,0.367,0,0.042
1995,1995-06-13,1995-06-14,Dataland Daily,National,Online,200,Adults,None,0.275,0.205,0.365,0.055,0.1
1995,1995-06-13,1995-06-15,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,None,0.264,0.267,0.329,0.111,0.029
1995,1995-06-13,1995-06-15,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,None,0.393,0.173,0.399,0,0.035
1995,1995-06-13,1995-06-15,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,None,0.175,0.217,0.265,0.293,0.049
1995,1995-06-14,1995-06-16,Proudly Paid For Polling,Cortexia,Online,1000,LV,CC,0.15,0.198,0.27,0.341,0.041
1995,1995-06-14,1995-06-16,Dataland Daily,National,Online,200,Adults,None,0.18,0.255,0.38,0.045,0.14
1995,1995-06-15,1995-06-16,Big Dataland Surveys,National,Online,10000,RV,None,0.233,0.263,0.385,0.067,0.052
1995,1995-06-15,1995-06-17,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,CC,0.306,0.225,0.322,0.085,0.061
1995,1995-06-15,1995-06-17,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,CC,0.213,0.279,0.48,0,0.028
1995,1995-06-16,1995-06-17,Synapse Strategies,Cortexia,Online,1000,LV,None,0.127,0.224,0.279,0.335,0.035
1995,1995-06-16,1995-06-17,Proudly Paid For Polling,Electropolis,Online,1000,LV,PDAL,0.24,0.229,0.501,0,0.03
1995,1995-06-16,1995-06-17,Proudly Paid For Polling,Infoglen,Online,1000,LV,CC,0.439,0.235,0.285,0,0.041
1995,1995-06-15,1995-06-17,Dataland Daily,National,Online,200,Adults,None,0.225,0.265,0.375,0.05,0.085
1995,1995-06-16,1995-06-17,Dataland Daily,National,Online,200,Adults,None,0.195,0.225,0.35,0.095,0.135
1995,1995-06-15,1995-06-17,Proudly Paid For Polling,Quantumridge,Online,1000,LV,PDAL,0.187,0.222,0.559,0,0.032
1995,1995-06-16,1995-06-18,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.262,0.306,0.295,0.104,0.033
1995,1995-06-16,1995-06-18,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.275,0.311,0.383,0,0.031
1995,1995-06-16,1995-06-18,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.231,0.237,0.433,0.065,0.035
1995,1995-06-16,1995-06-18,Big Dataland Surveys,National,Online,10000,RV,None,0.24,0.25,0.371,0.078,0.061
1995,1995-06-16,1995-06-18,Synapse Strategies,Neuronia,Online,1000,LV,None,0.036,0.177,0.105,0.666,0.016
1995,1995-06-16,1995-06-18,Synapse Strategies,Synapse Territories,Online,1000,LV,SSP,0.154,0.24,0.266,0.294,0.046
1996,1996-04-02,1996-04-03,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.244,0.318,0.283,0,0.156
1996,1996-04-02,1996-04-03,Cobolite Coalition Calling,Metaflux Realm,IVR,2000,RV,None,0.382,0.176,0.271,0,0.172
1996,1996-04-02,1996-04-03,Dataland Daily,National,Online,200,Adults,None,0.16,0.225,0.325,0.055,0.235
1996,1996-04-03,1996-04-04,Dataland Daily,National,Online,200,Adults,None,0.155,0.23,0.4,0.05,0.165
1996,1996-04-04,1996-04-05,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,None,0.289,0.231,0.304,0,0.176
1996,1996-04-04,1996-04-06,Dataland Daily,National,Online,200,Adults,None,0.14,0.195,0.36,0.075,0.23
1996,1996-04-05,1996-04-06,Dataland Daily,National,Online,200,Adults,None,0.22,0.185,0.29,0.055,0.25
1996,1996-04-06,1996-04-07,No Province Left Behind,Amperville,IVR,500,RV,None,0.042,0.204,0.59,0,0.164
1996,1996-04-06,1996-04-08,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,CC,0.507,0.15,0.183,0,0.159
1996,1996-04-06,1996-04-08,Dataland Daily,National,Online,200,Adults,None,0.165,0.275,0.295,0.06,0.205
1996,1996-04-07,1996-04-09,Dataland Daily,National,Online,200,Adults,None,0.12,0.205,0.405,0.03,0.24
1996,1996-04-08,1996-04-09,Dataland Daily,National,Online,200,Adults,None,0.2,0.285,0.295,0.055,0.165
1996,1996-04-09,1996-04-10,Dataland Daily,National,Online,200,Adults,None,0.165,0.225,0.365,0.04,0.205
1996,1996-04-08,1996-04-10,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.127,0.229,0.211,0.277,0.156
1996,1996-04-11,1996-04-12,Cobolite Coalition Calling,Circuiton,IVR,2000,RV,CC,0.113,0.368,0.36,0,0.159
1996,1996-04-10,1996-04-12,Dataland Daily,National,Online,200,Adults,None,0.13,0.21,0.335,0.065,0.26
1996,1996-04-11,1996-04-12,Dataland Daily,National,Online,200,Adults,None,0.135,0.22,0.34,0.065,0.24
1996,1996-04-12,1996-04-13,Progressive Polling,Electropolis,Live caller,1000,Adults,PDAL,0.16,0.317,0.418,0,0.105
1996,1996-04-11,1996-04-13,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.324,0.202,0.302,0,0.172
1996,1996-04-12,1996-04-13,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,None,0.143,0.306,0.398,0,0.152
1996,1996-04-12,1996-04-14,Dataland Daily,National,Online,200,Adults,None,0.19,0.165,0.29,0.08,0.275
1996,1996-04-13,1996-04-14,Dataland Daily,National,Online,200,Adults,None,0.105,0.205,0.365,0.07,0.255
1996,1996-04-14,1996-04-15,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,CC,0.366,0.238,0.223,0,0.174
1996,1996-04-15,1996-04-16,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,None,0.386,0.054,0.418,0,0.141
1996,1996-04-14,1996-04-16,Dataland Daily,National,Online,200,Adults,None,0.175,0.215,0.305,0.065,0.24
1996,1996-04-15,1996-04-17,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.172,0.3,0.401,0,0.127
1996,1996-04-15,1996-04-17,Dataland Daily,National,Online,200,Adults,None,0.18,0.205,0.335,0.095,0.185
1996,1996-04-16,1996-04-17,Dataland Daily,National,Online,200,Adults,None,0.175,0.2,0.31,0.075,0.24
1996,1996-04-17,1996-04-18,Dataland Daily,National,Online,200,Adults,None,0.14,0.26,0.295,0.065,0.24
1996,1996-04-17,1996-04-19,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.313,0.201,0.348,0,0.137
1996,1996-04-18,1996-04-19,Big Dataland Surveys,National,Online,10000,RV,None,0.23,0.232,0.325,0.07,0.144
1996,1996-04-18,1996-04-20,Dataland Daily,National,Online,200,Adults,None,0.15,0.265,0.33,0.075,0.18
1996,1996-04-20,1996-04-21,Metaflux University,Binaryshire,IVR,1500,Adults,None,0.734,0.014,0.111,0,0.141
1996,1996-04-19,1996-04-21,Dataland Daily,National,Online,200,Adults,None,0.16,0.255,0.355,0.065,0.165
1996,1996-04-21,1996-04-22,Metaflux University,Binaryshire,IVR,1500,Adults,None,0.757,0.011,0.081,0,0.151
1996,1996-04-20,1996-04-22,Metaflux University,Infoglen,IVR,1500,Adults,None,0.373,0.231,0.257,0,0.139
1996,1996-04-20,1996-04-22,Dataland Daily,National,Online,200,Adults,None,0.18,0.27,0.25,0.07,0.23
1996,1996-04-21,1996-04-22,Dataland Daily,National,Online,200,Adults,None,0.23,0.23,0.335,0.075,0.13
1996,1996-04-20,1996-04-22,Metaflux University,Quantumridge,IVR,1500,Adults,None,0.238,0.202,0.422,0,0.138
1996,1996-04-22,1996-04-23,No Province Left Behind,Infinitron Peninsula,IVR,500,RV,None,0.35,0.252,0.19,0,0.208
1996,1996-04-22,1996-04-24,Dataland Daily,National,Online,200,Adults,None,0.215,0.24,0.28,0.07,0.195
1996,1996-04-23,1996-04-24,Dataland Daily,National,Online,200,Adults,None,0.15,0.32,0.255,0.065,0.21
1996,1996-04-23,1996-04-24,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.16,0.203,0.275,0.271,0.092
1996,1996-04-24,1996-04-25,Metaflux University,Byteforge Domain,IVR,1500,Adults,None,0.304,0.072,0.454,0,0.17
1996,1996-04-24,1996-04-25,Dataland Daily,National,Online,200,Adults,None,0.155,0.215,0.345,0.115,0.17
1996,1996-04-24,1996-04-26,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.326,0.213,0.322,0,0.138
1996,1996-04-25,1996-04-26,Dataland Daily,National,Online,200,Adults,None,0.155,0.23,0.335,0.055,0.225
1996,1996-04-26,1996-04-27,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,None,0.686,0.012,0.172,0,0.13
1996,1996-04-26,1996-04-27,Synapse Strategies,Cerebrica,Online,1000,RV,SSP,0.191,0.272,0.276,0.133,0.128
1996,1996-04-27,1996-04-28,Cobolite Coalition Calling,Metaflux Realm,IVR,2000,RV,None,0.353,0.194,0.306,0,0.146
1996,1996-04-26,1996-04-28,Dataland Daily,National,Online,200,Adults,None,0.18,0.28,0.28,0.06,0.2
