"type_of_poll","date","pollster","geography","sample_size","party","value"
"national",2023-04-24,"Dataland Daily","National",200,"PDAL",111
"national",2023-04-24,"Dataland Daily","National",200,"SSP",1
"national",2023-04-25,"Dataland Daily","National",200,"CC",34
"national",2023-04-25,"Dataland Daily","National",200,"DGM",63
"national",2023-04-25,"Dataland Daily","National",200,"PDAL",93
"national",2023-04-25,"Dataland Daily","National",200,"SSP",10
"national",2023-04-26,"Dataland Daily","National",200,"CC",55
"national",2023-04-26,"Dataland Daily","National",200,"DGM",44
"national",2023-04-26,"Dataland Daily","National",200,"PDAL",83
"national",2023-04-26,"Dataland Daily","National",200,"SSP",17
"national",2023-04-27,"Dataland Daily","National",200,"CC",37
"national",2023-04-27,"Dataland Daily","National",200,"DGM",62
"national",2023-04-27,"Dataland Daily","National",200,"PDAL",87
"national",2023-04-27,"Dataland Daily","National",200,"SSP",14
"national",2023-04-28,"Dataland Daily","National",200,"CC",47
"national",2023-04-28,"Dataland Daily","National",200,"DGM",59
"national",2023-04-28,"Dataland Daily","National",200,"PDAL",82
"national",2023-04-28,"Dataland Daily","National",200,"SSP",12
"national",2023-04-29,"Dataland Daily","National",200,"CC",50
"national",2023-04-29,"Dataland Daily","National",200,"DGM",48
"national",2023-04-29,"Dataland Daily","National",200,"PDAL",85
"national",2023-04-29,"Dataland Daily","National",200,"SSP",17
"national",2023-04-30,"Dataland Daily","National",200,"CC",57
"national",2023-04-30,"Dataland Daily","National",200,"DGM",51
"national",2023-04-30,"Dataland Daily","National",200,"PDAL",78
"national",2023-04-30,"Dataland Daily","National",200,"SSP",14
"national",2023-05-01,"Proudly Paid For Polling","National",1000,"CC",306
"national",2023-05-01,"Proudly Paid For Polling","National",1000,"DGM",294
"national",2023-05-01,"Proudly Paid For Polling","National",1000,"PDAL",346
"national",2023-05-01,"Proudly Paid For Polling","National",1000,"SSP",54
"national",2023-05-01,"Dataland Daily","National",200,"CC",49
"national",2023-05-01,"Dataland Daily","National",200,"DGM",47
"national",2023-05-01,"Dataland Daily","National",200,"PDAL",86
"national",2023-05-01,"Dataland Daily","National",200,"SSP",18
"national",2023-05-02,"Dataland Daily","National",200,"CC",54
"national",2023-05-02,"Dataland Daily","National",200,"DGM",50
"national",2023-05-02,"Dataland Daily","National",200,"PDAL",85
"national",2023-05-02,"Dataland Daily","National",200,"SSP",11
"national",2023-05-03,"Dataland Daily","National",200,"CC",47
"national",2023-05-03,"Dataland Daily","National",200,"DGM",73
"national",2023-05-03,"Dataland Daily","National",200,"PDAL",71
"national",2023-05-03,"Dataland Daily","National",200,"SSP",8
"national",2023-05-04,"Dataland Daily","National",200,"CC",38
"national",2023-05-04,"Dataland Daily","National",200,"DGM",55
"national",2023-05-04,"Dataland Daily","National",200,"PDAL",90
"national",2023-05-04,"Dataland Daily","National",200,"SSP",16
"national",2023-05-05,"Dataland Daily","National",200,"CC",44
"national",2023-05-05,"Dataland Daily","National",200,"DGM",53
"national",2023-05-05,"Dataland Daily","National",200,"PDAL",99
"national",2023-05-05,"Dataland Daily","National",200,"SSP",4
"national",2023-05-06,"Dataland Daily","National",200,"CC",41
"national",2023-05-06,"Dataland Daily","National",200,"DGM",62
"national",2023-05-06,"Dataland Daily","National",200,"PDAL",78
"national",2023-05-06,"Dataland Daily","National",200,"SSP",19
"national",2023-05-06,"Proudly Paid For Polling","National",1000,"CC",204
"national",2023-05-06,"Proudly Paid For Polling","National",1000,"DGM",330
"national",2023-05-06,"Proudly Paid For Polling","National",1000,"PDAL",412
"national",2023-05-06,"Proudly Paid For Polling","National",1000,"SSP",54
"national",2023-05-07,"Dataland Daily","National",200,"CC",46
"national",2023-05-07,"Dataland Daily","National",200,"DGM",73
"national",2023-05-07,"Dataland Daily","National",200,"PDAL",75
"national",2023-05-07,"Dataland Daily","National",200,"SSP",6
"national",2023-05-08,"Dataland Daily","National",200,"CC",35
"national",2023-05-08,"Dataland Daily","National",200,"DGM",67
"national",2023-05-08,"Dataland Daily","National",200,"PDAL",80
"national",2023-05-08,"Dataland Daily","National",200,"SSP",19
"national",2023-05-09,"Dataland Daily","National",200,"CC",35
"national",2023-05-09,"Dataland Daily","National",200,"DGM",50
"national",2023-05-09,"Dataland Daily","National",200,"PDAL",106
"national",2023-05-09,"Dataland Daily","National",200,"SSP",9
"national",2023-05-10,"Dataland Daily","National",200,"CC",37
"national",2023-05-10,"Dataland Daily","National",200,"DGM",54
"national",2023-05-10,"Dataland Daily","National",200,"PDAL",99
"national",2023-05-10,"Dataland Daily","National",200,"SSP",11
"national",2023-05-10,"Dataland Register-Gazette","National",1500,"CC",337
"national",2023-05-10,"Dataland Register-Gazette","National",1500,"DGM",414
"national",2023-05-10,"Dataland Register-Gazette","National",1500,"PDAL",659
"national",2023-05-10,"Dataland Register-Gazette","National",1500,"SSP",90
"national",2023-05-11,"Dataland Daily","National",200,"CC",42
"national",2023-05-11,"Dataland Daily","National",200,"DGM",42
"national",2023-05-11,"Dataland Daily","National",200,"PDAL",104
"national",2023-05-11,"Dataland Daily","National",200,"SSP",11
"national",2023-05-12,"Dataland Daily","National",200,"CC",36
"national",2023-05-12,"Dataland Daily","National",200,"DGM",61
"national",2023-05-12,"Dataland Daily","National",200,"PDAL",87
"national",2023-05-12,"Dataland Daily","National",200,"SSP",16
"national",2023-05-13,"Dataland Daily","National",200,"CC",29
"national",2023-05-13,"Dataland Daily","National",200,"DGM",59
"national",2023-05-13,"Dataland Daily","National",200,"PDAL",90
"national",2023-05-13,"Dataland Daily","National",200,"SSP",23
"national",2023-05-14,"Dataland Daily","National",200,"CC",29
"national",2023-05-14,"Dataland Daily","National",200,"DGM",54
"national",2023-05-14,"Dataland Daily","National",200,"PDAL",109
"national",2023-05-14,"Dataland Daily","National",200,"SSP",8
"national",2023-05-15,"Dataland Daily","National",200,"CC",36
"national",2023-05-15,"Dataland Daily","National",200,"DGM",58
"national",2023-05-15,"Dataland Daily","National",200,"PDAL",90
"national",2023-05-15,"Dataland Daily","National",200,"SSP",16
"national",2023-05-16,"Dataland Daily","National",200,"CC",31
"national",2023-05-16,"Dataland Daily","National",200,"DGM",65
"national",2023-05-16,"Dataland Daily","National",200,"PDAL",92
"national",2023-05-16,"Dataland Daily","National",200,"SSP",12
"national",2023-05-17,"Dataland Daily","National",200,"CC",35
"national",2023-05-17,"Dataland Daily","National",200,"DGM",72
"national",2023-05-17,"Dataland Daily","National",200,"PDAL",76
"national",2023-05-17,"Dataland Daily","National",200,"SSP",17
"national",2023-05-18,"Dataland Daily","National",200,"CC",38
"national",2023-05-18,"Dataland Daily","National",200,"DGM",69
"national",2023-05-18,"Dataland Daily","National",200,"PDAL",89
"national",2023-05-18,"Dataland Daily","National",200,"SSP",4
"national",2023-05-19,"Dataland Daily","National",200,"CC",40
"national",2023-05-19,"Dataland Daily","National",200,"DGM",62
"national",2023-05-19,"Dataland Daily","National",200,"PDAL",88
"national",2023-05-19,"Dataland Daily","National",200,"SSP",10
"national",2023-05-20,"Dataland Daily","National",200,"CC",36
"national",2023-05-20,"Dataland Daily","National",200,"DGM",55
"national",2023-05-20,"Dataland Daily","National",200,"PDAL",95
"national",2023-05-20,"Dataland Daily","National",200,"SSP",13
"national",2023-05-21,"Dataland Daily","National",200,"CC",29
"national",2023-05-21,"Dataland Daily","National",200,"DGM",76
"national",2023-05-21,"Dataland Daily","National",200,"PDAL",88
"national",2023-05-21,"Dataland Daily","National",200,"SSP",7
"national",2023-05-22,"Dataland Daily","National",200,"CC",43
"national",2023-05-22,"Dataland Daily","National",200,"DGM",52
"national",2023-05-22,"Dataland Daily","National",200,"PDAL",95
"national",2023-05-22,"Dataland Daily","National",200,"SSP",10
"national",2023-05-22,"Big Dataland Surveys","National",10000,"CC",2347
"national",2023-05-22,"Big Dataland Surveys","National",10000,"DGM",2992
"national",2023-05-22,"Big Dataland Surveys","National",10000,"PDAL",3927
"national",2023-05-22,"Big Dataland Surveys","National",10000,"SSP",734
"national",2023-05-23,"Dataland Daily","National",200,"CC",49
"national",2023-05-23,"Dataland Daily","National",200,"DGM",76
"national",2023-05-23,"Dataland Daily","National",200,"PDAL",61
"national",2023-05-23,"Dataland Daily","National",200,"SSP",13
"national",2023-05-24,"Dataland Daily","National",200,"CC",40
"national",2023-05-24,"Dataland Daily","National",200,"DGM",59
"national",2023-05-24,"Dataland Daily","National",200,"PDAL",85
"national",2023-05-24,"Dataland Daily","National",200,"SSP",16
"national",2023-05-24,"Big Dataland Surveys","National",10000,"CC",1945
"national",2023-05-24,"Big Dataland Surveys","National",10000,"DGM",2995
"national",2023-05-24,"Big Dataland Surveys","National",10000,"PDAL",4470
"national",2023-05-24,"Big Dataland Surveys","National",10000,"SSP",590
"national",2023-05-25,"Dataland Daily","National",200,"CC",56
"national",2023-05-25,"Dataland Daily","National",200,"DGM",55
"national",2023-05-25,"Dataland Daily","National",200,"PDAL",77
"national",2023-05-25,"Dataland Daily","National",200,"SSP",12
"national",2023-05-26,"Dataland Daily","National",200,"CC",36
"national",2023-05-26,"Dataland Daily","National",200,"DGM",66
"national",2023-05-26,"Dataland Daily","National",200,"PDAL",84
"national",2023-05-26,"Dataland Daily","National",200,"SSP",15
"national",2023-05-27,"Dataland Daily","National",200,"CC",40
"national",2023-05-27,"Dataland Daily","National",200,"DGM",77
"national",2023-05-27,"Dataland Daily","National",200,"PDAL",70
"national",2023-05-27,"Dataland Daily","National",200,"SSP",14
"national",2023-05-28,"Dataland Daily","National",200,"CC",46
"national",2023-05-28,"Dataland Daily","National",200,"DGM",66
"national",2023-05-28,"Dataland Daily","National",200,"PDAL",73
"national",2023-05-28,"Dataland Daily","National",200,"SSP",15
"national",2023-05-29,"Dataland Daily","National",200,"CC",44
"national",2023-05-29,"Dataland Daily","National",200,"DGM",48
"national",2023-05-29,"Dataland Daily","National",200,"PDAL",101
"national",2023-05-29,"Dataland Daily","National",200,"SSP",8
"national",2023-05-30,"Dataland Daily","National",200,"CC",61
"national",2023-05-30,"Dataland Daily","National",200,"DGM",56
"national",2023-05-30,"Dataland Daily","National",200,"PDAL",70
"national",2023-05-30,"Dataland Daily","National",200,"SSP",13
"national",2023-05-31,"Dataland Daily","National",200,"CC",35
"national",2023-05-31,"Dataland Daily","National",200,"DGM",69
"national",2023-05-31,"Dataland Daily","National",200,"PDAL",86
"national",2023-05-31,"Dataland Daily","National",200,"SSP",11
"national",2023-05-31,"Proudly Paid For Polling","National",1000,"CC",244
"national",2023-05-31,"Proudly Paid For Polling","National",1000,"DGM",318
"national",2023-05-31,"Proudly Paid For Polling","National",1000,"PDAL",375
"national",2023-05-31,"Proudly Paid For Polling","National",1000,"SSP",63
