"type_of_poll","date","pollster","geography","sample_size","party","value"
"national",2019-05-16,"Dataland Daily","National",200,"SSP",5
"national",2019-05-17,"Dataland Daily","National",200,"CC",36
"national",2019-05-17,"Dataland Daily","National",200,"DGM",78
"national",2019-05-17,"Dataland Daily","National",200,"PDAL",79
"national",2019-05-17,"Dataland Daily","National",200,"SSP",6
"national",2019-05-17,"Dataland Register-Gazette","National",1500,"CC",277
"national",2019-05-17,"Dataland Register-Gazette","National",1500,"DGM",510
"national",2019-05-17,"Dataland Register-Gazette","National",1500,"PDAL",650
"national",2019-05-17,"Dataland Register-Gazette","National",1500,"SSP",62
"national",2019-05-18,"Dataland Daily","National",200,"CC",41
"national",2019-05-18,"Dataland Daily","National",200,"DGM",74
"national",2019-05-18,"Dataland Daily","National",200,"PDAL",76
"national",2019-05-18,"Dataland Daily","National",200,"SSP",8
"national",2019-05-19,"Dataland Daily","National",200,"CC",44
"national",2019-05-19,"Dataland Daily","National",200,"DGM",78
"national",2019-05-19,"Dataland Daily","National",200,"PDAL",70
"national",2019-05-19,"Dataland Daily","National",200,"SSP",7
"national",2019-05-19,"No Province Left Behind","National",500,"CC",109
"national",2019-05-19,"No Province Left Behind","National",500,"DGM",176
"national",2019-05-19,"No Province Left Behind","National",500,"PDAL",200
"national",2019-05-19,"No Province Left Behind","National",500,"SSP",15
"national",2019-05-20,"Dataland Daily","National",200,"CC",48
"national",2019-05-20,"Dataland Daily","National",200,"DGM",81
"national",2019-05-20,"Dataland Daily","National",200,"PDAL",66
"national",2019-05-20,"Dataland Daily","National",200,"SSP",5
"national",2019-05-21,"Dataland Daily","National",200,"CC",27
"national",2019-05-21,"Dataland Daily","National",200,"DGM",87
"national",2019-05-21,"Dataland Daily","National",200,"PDAL",78
"national",2019-05-21,"Dataland Daily","National",200,"SSP",8
"national",2019-05-22,"Dataland Daily","National",200,"CC",33
"national",2019-05-22,"Dataland Daily","National",200,"DGM",67
"national",2019-05-22,"Dataland Daily","National",200,"PDAL",93
"national",2019-05-22,"Dataland Daily","National",200,"SSP",7
"national",2019-05-23,"Dataland Daily","National",200,"CC",43
"national",2019-05-23,"Dataland Daily","National",200,"DGM",67
"national",2019-05-23,"Dataland Daily","National",200,"PDAL",83
"national",2019-05-23,"Dataland Daily","National",200,"SSP",7
"national",2019-05-23,"Proudly Paid For Polling","National",1000,"CC",254
"national",2019-05-23,"Proudly Paid For Polling","National",1000,"DGM",295
"national",2019-05-23,"Proudly Paid For Polling","National",1000,"PDAL",413
"national",2019-05-23,"Proudly Paid For Polling","National",1000,"SSP",39
"national",2019-05-24,"Dataland Daily","National",200,"CC",27
"national",2019-05-24,"Dataland Daily","National",200,"DGM",84
"national",2019-05-24,"Dataland Daily","National",200,"PDAL",84
"national",2019-05-24,"Dataland Daily","National",200,"SSP",6
"national",2019-05-24,"Proudly Paid For Polling","National",1000,"CC",177
"national",2019-05-24,"Proudly Paid For Polling","National",1000,"DGM",313
"national",2019-05-24,"Proudly Paid For Polling","National",1000,"PDAL",462
"national",2019-05-24,"Proudly Paid For Polling","National",1000,"SSP",48
"national",2019-05-25,"Big Dataland Surveys","National",10000,"CC",2331
"national",2019-05-25,"Big Dataland Surveys","National",10000,"DGM",3396
"national",2019-05-25,"Big Dataland Surveys","National",10000,"PDAL",3785
"national",2019-05-25,"Big Dataland Surveys","National",10000,"SSP",488
"national",2019-05-25,"Dataland Daily","National",200,"CC",32
"national",2019-05-25,"Dataland Daily","National",200,"DGM",68
"national",2019-05-25,"Dataland Daily","National",200,"PDAL",90
"national",2019-05-25,"Dataland Daily","National",200,"SSP",11
"national",2019-05-26,"Dataland Daily","National",200,"CC",38
"national",2019-05-26,"Dataland Daily","National",200,"DGM",90
"national",2019-05-26,"Dataland Daily","National",200,"PDAL",66
"national",2019-05-26,"Dataland Daily","National",200,"SSP",6
"national",2019-05-27,"Dataland Daily","National",200,"CC",25
"national",2019-05-27,"Dataland Daily","National",200,"DGM",79
"national",2019-05-27,"Dataland Daily","National",200,"PDAL",90
"national",2019-05-27,"Dataland Daily","National",200,"SSP",6
"national",2019-05-28,"Dataland Daily","National",200,"CC",27
"national",2019-05-28,"Dataland Daily","National",200,"DGM",86
"national",2019-05-28,"Dataland Daily","National",200,"PDAL",80
"national",2019-05-28,"Dataland Daily","National",200,"SSP",8
"national",2019-05-28,"Dataland Register-Gazette","National",1500,"CC",284
"national",2019-05-28,"Dataland Register-Gazette","National",1500,"DGM",457
"national",2019-05-28,"Dataland Register-Gazette","National",1500,"PDAL",689
"national",2019-05-28,"Dataland Register-Gazette","National",1500,"SSP",71
"national",2019-05-29,"Dataland Daily","National",200,"CC",33
"national",2019-05-29,"Dataland Daily","National",200,"DGM",78
"national",2019-05-29,"Dataland Daily","National",200,"PDAL",81
"national",2019-05-29,"Dataland Daily","National",200,"SSP",8
"national",2019-05-30,"Dataland Daily","National",200,"CC",23
"national",2019-05-30,"Dataland Daily","National",200,"DGM",74
"national",2019-05-30,"Dataland Daily","National",200,"PDAL",93
"national",2019-05-30,"Dataland Daily","National",200,"SSP",10
"national",2019-05-31,"Dataland Daily","National",200,"CC",29
"national",2019-05-31,"Dataland Daily","National",200,"DGM",65
"national",2019-05-31,"Dataland Daily","National",200,"PDAL",93
"national",2019-05-31,"Dataland Daily","National",200,"SSP",13
