"type_of_poll","date","pollster","geography","sample_size","party","value"
"national",2005-05-08,"Dataland Daily","National",200,"DGM",73
"national",2005-05-08,"Dataland Daily","National",200,"PDAL",80
"national",2005-05-08,"Dataland Daily","National",200,"SSP",9
"national",2005-05-09,"Dataland Daily","National",200,"CC",43
"national",2005-05-09,"Dataland Daily","National",200,"DGM",83
"national",2005-05-09,"Dataland Daily","National",200,"PDAL",67
"national",2005-05-09,"Dataland Daily","National",200,"SSP",7
"national",2005-05-10,"Dataland Daily","National",200,"CC",49
"national",2005-05-10,"Dataland Daily","National",200,"DGM",66
"national",2005-05-10,"Dataland Daily","National",200,"PDAL",80
"national",2005-05-10,"Dataland Daily","National",200,"SSP",5
"national",2005-05-11,"Dataland Daily","National",200,"CC",51
"national",2005-05-11,"Dataland Daily","National",200,"DGM",63
"national",2005-05-11,"Dataland Daily","National",200,"PDAL",75
"national",2005-05-11,"Dataland Daily","National",200,"SSP",11
"national",2005-05-12,"Dataland Daily","National",200,"CC",38
"national",2005-05-12,"Dataland Daily","National",200,"DGM",65
"national",2005-05-12,"Dataland Daily","National",200,"PDAL",81
"national",2005-05-12,"Dataland Daily","National",200,"SSP",17
"national",2005-05-13,"Dataland Daily","National",200,"CC",36
"national",2005-05-13,"Dataland Daily","National",200,"DGM",61
"national",2005-05-13,"Dataland Daily","National",200,"PDAL",90
"national",2005-05-13,"Dataland Daily","National",200,"SSP",14
"national",2005-05-14,"Dataland Daily","National",200,"CC",41
"national",2005-05-14,"Dataland Daily","National",200,"DGM",67
"national",2005-05-14,"Dataland Daily","National",200,"PDAL",84
"national",2005-05-14,"Dataland Daily","National",200,"SSP",7
"national",2005-05-15,"Dataland Daily","National",200,"CC",42
"national",2005-05-15,"Dataland Daily","National",200,"DGM",77
"national",2005-05-15,"Dataland Daily","National",200,"PDAL",65
"national",2005-05-15,"Dataland Daily","National",200,"SSP",16
"national",2005-05-16,"Dataland Daily","National",200,"CC",27
"national",2005-05-16,"Dataland Daily","National",200,"DGM",64
"national",2005-05-16,"Dataland Daily","National",200,"PDAL",91
"national",2005-05-16,"Dataland Daily","National",200,"SSP",18
"national",2005-05-17,"Dataland Daily","National",200,"CC",42
"national",2005-05-17,"Dataland Daily","National",200,"DGM",69
"national",2005-05-17,"Dataland Daily","National",200,"PDAL",80
"national",2005-05-17,"Dataland Daily","National",200,"SSP",9
"national",2005-05-18,"Dataland Daily","National",200,"CC",38
"national",2005-05-18,"Dataland Daily","National",200,"DGM",77
"national",2005-05-18,"Dataland Daily","National",200,"PDAL",71
"national",2005-05-18,"Dataland Daily","National",200,"SSP",14
"national",2005-05-19,"Dataland Daily","National",200,"CC",36
"national",2005-05-19,"Dataland Daily","National",200,"DGM",82
"national",2005-05-19,"Dataland Daily","National",200,"PDAL",77
"national",2005-05-19,"Dataland Daily","National",200,"SSP",5
"national",2005-05-20,"Dataland Register-Gazette","National",1500,"CC",350
"national",2005-05-20,"Dataland Register-Gazette","National",1500,"DGM",418
"national",2005-05-20,"Dataland Register-Gazette","National",1500,"PDAL",660
"national",2005-05-20,"Dataland Register-Gazette","National",1500,"SSP",72
"national",2005-05-20,"Dataland Daily","National",200,"CC",39
"national",2005-05-20,"Dataland Daily","National",200,"DGM",59
"national",2005-05-20,"Dataland Daily","National",200,"PDAL",93
"national",2005-05-20,"Dataland Daily","National",200,"SSP",9
"national",2005-05-21,"Dataland Daily","National",200,"CC",45
"national",2005-05-21,"Dataland Daily","National",200,"DGM",67
"national",2005-05-21,"Dataland Daily","National",200,"PDAL",67
"national",2005-05-21,"Dataland Daily","National",200,"SSP",21
"national",2005-05-22,"Dataland Register-Gazette","National",1500,"CC",294
"national",2005-05-22,"Dataland Register-Gazette","National",1500,"DGM",484
"national",2005-05-22,"Dataland Register-Gazette","National",1500,"PDAL",637
"national",2005-05-22,"Dataland Register-Gazette","National",1500,"SSP",86
"national",2005-05-22,"Dataland Daily","National",200,"CC",41
"national",2005-05-22,"Dataland Daily","National",200,"DGM",65
"national",2005-05-22,"Dataland Daily","National",200,"PDAL",84
"national",2005-05-22,"Dataland Daily","National",200,"SSP",10
"national",2005-05-23,"Dataland Daily","National",200,"CC",37
"national",2005-05-23,"Dataland Daily","National",200,"DGM",80
"national",2005-05-23,"Dataland Daily","National",200,"PDAL",70
"national",2005-05-23,"Dataland Daily","National",200,"SSP",13
"national",2005-05-24,"Dataland Daily","National",200,"CC",47
"national",2005-05-24,"Dataland Daily","National",200,"DGM",66
"national",2005-05-24,"Dataland Daily","National",200,"PDAL",72
"national",2005-05-24,"Dataland Daily","National",200,"SSP",14
"national",2005-05-24,"Dataland Register-Gazette","National",1500,"CC",334
"national",2005-05-24,"Dataland Register-Gazette","National",1500,"DGM",489
"national",2005-05-24,"Dataland Register-Gazette","National",1500,"PDAL",593
"national",2005-05-24,"Dataland Register-Gazette","National",1500,"SSP",84
"national",2005-05-25,"Dataland Daily","National",200,"CC",28
"national",2005-05-25,"Dataland Daily","National",200,"DGM",75
"national",2005-05-25,"Dataland Daily","National",200,"PDAL",87
"national",2005-05-25,"Dataland Daily","National",200,"SSP",10
"national",2005-05-26,"Dataland Daily","National",200,"CC",52
"national",2005-05-26,"Dataland Daily","National",200,"DGM",68
"national",2005-05-26,"Dataland Daily","National",200,"PDAL",69
"national",2005-05-26,"Dataland Daily","National",200,"SSP",10
"national",2005-05-27,"Dataland Daily","National",200,"CC",33
"national",2005-05-27,"Dataland Daily","National",200,"DGM",69
"national",2005-05-27,"Dataland Daily","National",200,"PDAL",89
"national",2005-05-27,"Dataland Daily","National",200,"SSP",10
"national",2005-05-28,"Dataland Daily","National",200,"CC",39
"national",2005-05-28,"Dataland Daily","National",200,"DGM",73
"national",2005-05-28,"Dataland Daily","National",200,"PDAL",76
"national",2005-05-28,"Dataland Daily","National",200,"SSP",12
"national",2005-05-29,"Dataland Daily","National",200,"CC",36
"national",2005-05-29,"Dataland Daily","National",200,"DGM",69
"national",2005-05-29,"Dataland Daily","National",200,"PDAL",85
"national",2005-05-29,"Dataland Daily","National",200,"SSP",11
"national",2005-05-30,"Dataland Daily","National",200,"CC",47
"national",2005-05-30,"Dataland Daily","National",200,"DGM",63
"national",2005-05-30,"Dataland Daily","National",200,"PDAL",83
"national",2005-05-30,"Dataland Daily","National",200,"SSP",6
"national",2005-05-31,"Dataland Daily","National",200,"CC",55
"national",2005-05-31,"Dataland Daily","National",200,"DGM",57
"national",2005-05-31,"Dataland Daily","National",200,"PDAL",75
"national",2005-05-31,"Dataland Daily","National",200,"SSP",13
"national",2005-05-31,"Dataland Register-Gazette","National",1500,"CC",359
"national",2005-05-31,"Dataland Register-Gazette","National",1500,"DGM",424
"national",2005-05-31,"Dataland Register-Gazette","National",1500,"PDAL",635
"national",2005-05-31,"Dataland Register-Gazette","National",1500,"SSP",83
